,Compound,Date,Negative,Neutral,News Outlet,Positive,Source Account,Tweets Ago,Tweets Text
0.0,Sat Apr 28 11:57:30 +0000 2018,1.0,0.0,@CBSNews,0.0,CBSNews,71,RT @CBSThisMorning: The nationwide E. coli contamination linked to romaine lettuce has spread to three more states. Health officials report…
-0.6705,Sat Apr 28 11:48:04 +0000 2018,0.69,0.31,@CBSNews,0.0,CBSNews,72,Ex-radical who killed 2 NYC officers set to be paroled https://t.co/twLrpwYMfY https://t.co/I5gHw7r1HH
-0.6597,Sat Apr 28 11:40:06 +0000 2018,0.575,0.339,@CBSNews,0.086,CBSNews,73,"Alfie Evans, sick British toddler at center of legal battle, dies https://t.co/QGSUT8RLgQ https://t.co/qpZhvw1b3z"
0.0,Sat Apr 28 11:33:04 +0000 2018,1.0,0.0,@CBSNews,0.0,CBSNews,74,Your insurance company knows more about you than Facebook https://t.co/yiC3e6rYsg https://t.co/0pinDHmxsq
0.5093,Sat Apr 28 11:18:52 +0000 2018,0.82,0.0,@CBSNews,0.18,CBSNews,75,RT @CBSThisMorning: Welcome to the weekend! We’re live in the East with @AnthonyMasonCBS and @CBSMMiller. https://t.co/qvoDK3GIDa
0.0,Sat Apr 28 11:18:04 +0000 2018,1.0,0.0,@CBSNews,0.0,CBSNews,76,Wynn Resorts' newest casino won't carry Wynn name https://t.co/JPTm2mqrqI https://t.co/P69SKjqBBh
0.0,Sat Apr 28 11:03:03 +0000 2018,1.0,0.0,@CBSNews,0.0,CBSNews,77,"""I don't think he's playing,"" Pres. Trump says of Kim Jong Un https://t.co/oPmOpSoX8q https://t.co/m1g2IVRTEs"
0.0,Sat Apr 28 10:48:04 +0000 2018,1.0,0.0,@CBSNews,0.0,CBSNews,78,"""The Simpsons"" to become longest-running primetime scripted series on TV https://t.co/ViSDT6bUEx https://t.co/Fj9VCAbVPM"
-0.3182,Sat Apr 28 10:33:04 +0000 2018,0.796,0.204,@CBSNews,0.0,CBSNews,79,"GOP congressman who called aide ""soulmate"" abruptly resigns https://t.co/SCaVyJ1tnx https://t.co/Xojd0GhpWP"
0.0,Sat Apr 28 10:18:05 +0000 2018,1.0,0.0,@CBSNews,0.0,CBSNews,80,"""A new kind of human"": Robots step into everyday life in Japan https://t.co/CDbLYd31NJ https://t.co/Zn5lcQTGN9"
0.0,Sat Apr 28 10:03:04 +0000 2018,1.0,0.0,@CBSNews,0.0,CBSNews,81,E. coli outbreak tied to romaine lettuce is largest since 2006 https://t.co/Y6SZg3jzxG https://t.co/JzFhYhk3If
0.0,Sat Apr 28 09:48:04 +0000 2018,1.0,0.0,@CBSNews,0.0,CBSNews,82,"Judge orders Bill Cosby to remain in Philadelphia home, be fitted with GPS monitor https://t.co/sq5MVvyUiA https://t.co/TVGECCdTsD"
0.0,Sat Apr 28 09:33:04 +0000 2018,1.0,0.0,@CBSNews,0.0,CBSNews,83,"In Montana, it's Trump vs. Tester https://t.co/aSiE6QUkii https://t.co/LloG5LBegK"
-0.34,Sat Apr 28 09:18:04 +0000 2018,0.844,0.156,@CBSNews,0.0,CBSNews,84,"Palestinians try to rip through Gaza border fence, drawing heavy Israeli fire https://t.co/F8dyKtliUV https://t.co/4bFZRASIFn"
0.4404,Sat Apr 28 09:03:03 +0000 2018,0.642,0.0,@CBSNews,0.358,CBSNews,85,"""Truth prevails"": Andrea Constand hails Cosby verdict https://t.co/OSim8ziIWm https://t.co/qKNfnRHho9"
-0.0387,Sat Apr 28 08:48:03 +0000 2018,0.678,0.166,@CBSNews,0.156,CBSNews,86,"""Avengers: Infinity War"" receives mostly positive, but also tepid reviews https://t.co/wUdPrRMD7l https://t.co/xUh25DawJX"
0.5106,Sat Apr 28 08:33:04 +0000 2018,0.677,0.0,@CBSNews,0.323,CBSNews,87,Judge dismisses Paul Manafort's civil suit challenging special counsel https://t.co/skpVAfiDoB https://t.co/GNH3qAhNPT
0.0,Sat Apr 28 08:18:04 +0000 2018,1.0,0.0,@CBSNews,0.0,CBSNews,88,ABBA announces first new material in 35 years https://t.co/ErJ9AMOXpB https://t.co/SfJlJ5iI7n
0.0,Sat Apr 28 08:03:04 +0000 2018,1.0,0.0,@CBSNews,0.0,CBSNews,89,The surging ranks of super-commuters https://t.co/v2Ri9zAR9I https://t.co/Yi0lMYXCv9
0.0,Sat Apr 28 07:48:04 +0000 2018,1.0,0.0,@CBSNews,0.0,CBSNews,90,Retirees can be too frugal with their spending https://t.co/d8QBVYXyf9 https://t.co/WUrdIdLCgF
-0.5423,Sat Apr 28 07:33:06 +0000 2018,0.759,0.241,@CBSNews,0.0,CBSNews,91,Tom Brokaw withdraws as commencement speaker after sexual harassment allegations https://t.co/LQGjhOLCmT https://t.co/cANZFyr9Rp
0.0,Sat Apr 28 07:18:04 +0000 2018,1.0,0.0,@CBSNews,0.0,CBSNews,92,Russian lawyer who met with Donald Trump Jr. says she is an informant https://t.co/yOEhXCvETh https://t.co/xVLp9K258d
-0.296,Sat Apr 28 07:03:03 +0000 2018,0.672,0.209,@CBSNews,0.119,CBSNews,93,"Gloria Allred was ""shocked"" by Bill Cosby guilty verdict https://t.co/nH5SsrD0kt https://t.co/5ObYNpsyjW"
-0.34,Sat Apr 28 06:48:04 +0000 2018,0.821,0.179,@CBSNews,0.0,CBSNews,94,Recovered FBI agent texts include reaction to James Comey's firing https://t.co/OOiBbqTyHM https://t.co/3CAw27Z2oo
0.4019,Sat Apr 28 06:33:04 +0000 2018,0.847,0.0,@CBSNews,0.153,CBSNews,95,Kentucky man's video goes viral after he uses Walmart intercom to ask for help https://t.co/5kDqP22yZ4 https://t.co/AHpbT6pCeU
-0.3612,Sat Apr 28 06:18:04 +0000 2018,0.828,0.172,@CBSNews,0.0,CBSNews,96,"Women's severed heads found in Texas, Louisiana – are the discoveries linked? https://t.co/ElJMG6Tnc4 https://t.co/L1ZekB8Nru"
-0.4767,Sat Apr 28 06:03:04 +0000 2018,0.829,0.171,@CBSNews,0.0,CBSNews,97,"University of Utah ""Cry Closet"" lets students ""just let it all out"" during finals https://t.co/pfubUj389u https://t.co/2fhwai8kt7"
-0.5574,Sat Apr 28 05:48:04 +0000 2018,0.816,0.184,@CBSNews,0.0,CBSNews,98,"""She stepped into her coffin"": Family of woman who died after American Airlines flight sue https://t.co/VHPag236E4 https://t.co/CtDV4NQOme"
0.4767,Sat Apr 28 05:33:03 +0000 2018,0.558,0.126,@CBSNews,0.316,CBSNews,99,"""My fault yo"": Chance the Rapper apologizes for defending Kanye West's embrace of Trump https://t.co/xRKCE6yiB4 https://t.co/TjLBb2XBMp"
-0.6705,Sat Apr 28 05:18:04 +0000 2018,0.727,0.273,@CBSNews,0.0,CBSNews,100,Seven students killed in stabbing rampage at middle school in China https://t.co/COshause7Z https://t.co/5LcmW6OXZy
Compound,Date,Negative,Neutral,News Outlet,Positive,Source Account,Tweets Ago,Tweets Text
-0.3612,Sun Apr 29 04:55:00 +0000 2018,0.878,0.122,@FoxNews,0.0,FoxNews,1,".@jasoninthehouse: ""For Director @Comey to plead ignorance at this point... it just makes the case that he should'v… https://t.co/2IuMq4QkhE"
0.2937,Sun Apr 29 04:50:00 +0000 2018,0.769,0.09,@FoxNews,0.141,FoxNews,2,".@cvpayne: ""I don't like the message @TheDemocrats have always pushed - ' We'll come to your rescue and get you hig… https://t.co/aXozoowFf0"
-0.7184,Sun Apr 29 04:49:00 +0000 2018,0.636,0.295,@FoxNews,0.068,FoxNews,3,".@VP reacts to the death of Alfie Evans, UK toddler at center of legal battle. https://t.co/G2pwpOuAa1 https://t.co/VVqgPKtJhs"
0.6249,Sun Apr 29 04:44:00 +0000 2018,0.796,0.0,@FoxNews,0.204,FoxNews,4,"President @realDonaldTrump: ""We inherit the legacy of the great Americans who constructed the railroads, tamed the… https://t.co/lsrQ9Hh37J"
0.0,Sun Apr 29 04:30:28 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,5,"Yellowstone geyser erupts for 3rd time in 6 weeks
https://t.co/ow5WM36eMC"
-0.5719,Sun Apr 29 04:19:00 +0000 2018,0.793,0.207,@FoxNews,0.0,FoxNews,6,".@PamBondi: ""I have no doubt in my mind the people of Broward County are going to vote [@BrowardSheriff] out.""… https://t.co/jDUOlqa01d"
0.5574,Sun Apr 29 04:00:00 +0000 2018,0.847,0.0,@FoxNews,0.153,FoxNews,7,.@RepKinzinger: “I think the president has done a fantastic job to drive North Korea to the table and he should get… https://t.co/UsSYEGnzaF
-0.4404,Sun Apr 29 03:51:00 +0000 2018,0.861,0.139,@FoxNews,0.0,FoxNews,8,"President @realDonaldTrump: ""It's time to look past the old divisions, tired thinking, the stale debates of the pas… https://t.co/dIV33JhJlJ"
-0.7184,Sun Apr 29 03:45:00 +0000 2018,0.636,0.295,@FoxNews,0.068,FoxNews,9,".@Pontifex reacts to the death of Alfie Evans, UK toddler at center of legal battle. https://t.co/G2pwpOMb1z https://t.co/fVr55lkcUg"
0.6486,Sun Apr 29 03:44:00 +0000 2018,0.773,0.0,@FoxNews,0.227,FoxNews,10,.@DarrellIssa: “The president has three responsibilities and one of them clearly is to protect our borders and he i… https://t.co/oVDl8zboyH
0.0,Sun Apr 29 03:43:00 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,11,"President @realDonaldTrump: ""@kanyewest gets it."" https://t.co/VnosOtyucK"
0.0,Sun Apr 29 03:42:00 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,12,"President @realDonaldTrump: ""The stock market is up almost 35% since the election."" https://t.co/ceB8FOlR3y"
0.0,Sun Apr 29 03:40:00 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,13,"During his rally in Michigan tonight, President @realDonaldTrump knocked the #WHCD. https://t.co/tuUtkl7rD3 https://t.co/Kapch0Bpir"
0.0,Sun Apr 29 03:36:00 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,14,MAY 1st: The West Virginia GOP Senate Primary Debate moderated by @BretBaier and @marthamaccallum - Tune in at 6:30… https://t.co/dl0zOvuo51
0.7783,Sun Apr 29 03:34:00 +0000 2018,0.714,0.0,@FoxNews,0.286,FoxNews,15,"President @realDonaldTrump: ""You watch @Comey and you watch the way he lies... I did you a great favor when I fired… https://t.co/VXsGaapgHz"
0.0,Sun Apr 29 03:31:42 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,16,Seattle Seahawks draft one-handed linebacker in the 5th round https://t.co/0s5pQwC7yz
0.0,Sun Apr 29 03:31:00 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,17,"President @realDonaldTrump: ""A vote for a Democrat in November is a vote for open borders and crime."" https://t.co/tEhnyCa5VB"
0.0,Sun Apr 29 03:24:00 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,18,"President @realDonaldTrump: ""A vote for a Democrat in November is a vote for open borders and crime."" https://t.co/VicJ5bmOoQ"
0.6369,Sun Apr 29 03:23:00 +0000 2018,0.625,0.0,@FoxNews,0.375,FoxNews,19,".@GiannoCaldwell: ""I love this @kanyewest dynamic."" https://t.co/8msDbpNvov https://t.co/nLSpp6iQs7"
0.0,Sun Apr 29 03:23:00 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,20,"President @realDonaldTrump: ""In all fairness, @kanyewest gets it."" https://t.co/tG4Iamabxa"
-0.1779,Sun Apr 29 03:20:47 +0000 2018,0.898,0.102,@FoxNews,0.0,FoxNews,21,"'So, They Would Hide Treason?': @TuckerCarlson Debates Obama Campaign Staffer on GOP Covering up 'Collusion'   https://t.co/pmLqZpnGbq"
-0.296,Sun Apr 29 03:18:33 +0000 2018,0.845,0.155,@FoxNews,0.0,FoxNews,22,".@DevinNunes: ""We found no collusion between the Trump campaign and the Russians."" https://t.co/wPqrJZKmLf"
0.3612,Sun Apr 29 03:15:00 +0000 2018,0.839,0.0,@FoxNews,0.161,FoxNews,23,.@Joy_Villa: @kanyewest supports President @realDonaldTrump -- Here’s why his actions are so monumental… https://t.co/iS99CNeT37
0.2732,Sun Apr 29 03:11:02 +0000 2018,0.877,0.0,@FoxNews,0.123,FoxNews,24,"At the #TrumpRally, President @realDonaldTrump paused his speech when a supporter in the audience became ill.… https://t.co/eUBCgX5qHZ"
0.4168,Sun Apr 29 03:08:23 +0000 2018,0.852,0.0,@FoxNews,0.148,FoxNews,25,".@THEHermanCain: ""The American people - including some Democrats - are not stupid. We've had enough evidence come o… https://t.co/tPnq5RFSnE"
0.4019,Sun Apr 29 03:01:08 +0000 2018,0.816,0.0,@FoxNews,0.184,FoxNews,26,".@kanyewest releases new song, doubling down on support for President @realDonaldTrump. https://t.co/Sp86r2JvNk https://t.co/3AZnaBL2Zk"
0.0,Sun Apr 29 02:57:24 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,27,".@GovMikeHuckabee on #WHCD: ""There's more authenticity at a wax museum than there is at one of these dinners."" https://t.co/a0Yfg4NbvN"
-0.5267,Sun Apr 29 02:57:00 +0000 2018,0.827,0.173,@FoxNews,0.0,FoxNews,28,"Hector Garza: “What we need to stop is catch and release. We need to stop releasing these people, if not the flood… https://t.co/Ezk0jglAVi"
0.0,Sun Apr 29 02:53:56 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,29,"President @realDonaldTrump: ""Nobody has done in their first year of office has done what we've done. It's not ME, i… https://t.co/YGLL4Vlirl"
0.0,Sun Apr 29 02:49:27 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,30,Sarah Jessica Parker calls Cynthia Nixon's run for governor 'brave': 'She has been an activist her entire life' https://t.co/ulh5Ml6LtX
0.4019,Sun Apr 29 02:48:43 +0000 2018,0.856,0.0,@FoxNews,0.144,FoxNews,31,"CORRECTION: @michelleisawolf: ""[@POTUS] wants to give teachers guns, and I support that because then they can sell… https://t.co/SYV4IdRqbf"
0.0,Sun Apr 29 02:46:50 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,32,Kathy Barnette: Kanye gets it. Just because I'm black don't assume I'm a Democrat https://t.co/urJEv6rWPE
0.6705,Sun Apr 29 02:41:30 +0000 2018,0.641,0.1,@FoxNews,0.26,FoxNews,33,".@michelleisawolf: ""We've got our friends at @CNN here... You guys love breaking news. And you did it. You broke it… https://t.co/XzaxlDBhjd"
-0.6369,Sun Apr 29 02:38:57 +0000 2018,0.785,0.215,@FoxNews,0.0,FoxNews,34,".@michelleisawolf to @TheDemocrats: ""You guys always find a way to mess it up. You're somehow going to lose by 12 p… https://t.co/t2cWyIW9fZ"
0.0,Sun Apr 29 02:37:25 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,35,".@michelleisawolf: ""You guys are going through Cabinet members quicker than @Starbucks throws out black people.""… https://t.co/AQCOkfs7SO"
0.649,Sun Apr 29 02:36:41 +0000 2018,0.667,0.098,@FoxNews,0.235,FoxNews,36,".@michelleisawolf: ""@alfranken was ousted. That one really hurt liberals. But I believe it was the great Ted Kenned… https://t.co/mEgszwicDP"
0.0,Sun Apr 29 02:35:19 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,37,"During his rally in Michigan tonight, President @realDonaldTrump knocked the #WHCD. https://t.co/tuUtkkPQLv https://t.co/njP8MkQGTA"
0.0,Sun Apr 29 02:34:23 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,38,".@michelleisawolf: ""Mike Pence is the kind of guy who brushes his teeth then drinks orange juice and thinks, 'Mmmm.… https://t.co/4zXFJBbKAs"
0.0772,Sun Apr 29 02:33:46 +0000 2018,0.942,0.0,@FoxNews,0.058,FoxNews,39,".@michelleisawolf: ""A lot of people want to Trump to be impeached, I do not, because just when you think Trump is a… https://t.co/1k5T2Jp0lx"
0.4019,Sun Apr 29 02:32:57 +0000 2018,0.87,0.0,@FoxNews,0.13,FoxNews,40,".@michelleisawolf: ""[@POTUS] wants to give teachers guns, and I support that because then they can sell them for th… https://t.co/TPrCktMh3O"
-0.0772,Sun Apr 29 02:32:14 +0000 2018,0.539,0.24,@FoxNews,0.222,FoxNews,41,".@michelleisawolf: ""Trump is racist though. He loves white nationalists."" #WHCD https://t.co/3R7nUa66Ye"
-0.7855,Sun Apr 29 02:31:29 +0000 2018,0.634,0.366,@FoxNews,0.0,FoxNews,42,".@michelleisawolf: ""Trump is so broke he has to fly failed business class."" #WHCD https://t.co/4eAOIML3zm"
0.0,Sun Apr 29 02:30:37 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,43,".@michelleisawolf: ""Mr. President, I don't think you're very rich."" #WHCD https://t.co/LD29nQZT72"
-0.6124,Sun Apr 29 02:30:10 +0000 2018,0.818,0.182,@FoxNews,0.0,FoxNews,44,".@michelleisawolf: ""People call Trump names all the time, and look I could call Trump a racist or misogynist or xen… https://t.co/OcghkRq0MP"
-0.4005,Sun Apr 29 02:28:32 +0000 2018,0.876,0.124,@FoxNews,0.0,FoxNews,45,".@michelleisawolf: ""It is kind of crazy that the Trump campaign was in contact with Russia when the Hillary campaig… https://t.co/wTy11bcNqQ"
0.4404,Sun Apr 29 02:26:53 +0000 2018,0.805,0.0,@FoxNews,0.195,FoxNews,46,".@michelleisawolf: ""Thanks to Trump, pink yarn sales are through the roof."" #WHCD https://t.co/QolRVxwXTK"
0.0,Sun Apr 29 02:26:09 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,47,".@michelleisawolf: ""It's 2018, and I'm a woman so you can not shut me up unless you have Michael Cohen wire me $130… https://t.co/JxrKcioC1p"
-0.3182,Sun Apr 29 02:25:18 +0000 2018,0.905,0.095,@FoxNews,0.0,FoxNews,48,".@michelleisawolf: ""I'm 32 years old, which is an odd age: 10 years too young to host this event, and 20 years too… https://t.co/yt2wh990yO"
0.0,Sun Apr 29 02:24:12 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,49,".@michelleisawolf: ""Trump is president, it's not ideal."" #WHCD https://t.co/k5Tl8gAcsN"
0.0,Sun Apr 29 02:23:27 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,50,".@margarettalev: ""If 2016 taught us anything, it's that we should be listening to more people outside of Washington… https://t.co/5g0a8Ei5PE"
0.5228,Sun Apr 29 02:18:04 +0000 2018,0.816,0.0,@FoxNews,0.184,FoxNews,51,"President @realDonaldTrump: ""Is this better than that phony, Washington White House Correspondents' Dinner? Is this… https://t.co/NZUAWXl9LG"
-0.0258,Sun Apr 29 02:14:57 +0000 2018,0.927,0.073,@FoxNews,0.0,FoxNews,52,".@MarkSteynOnline: ""The base has been longing for years about somebody who punches back."" @JudgeJeanine https://t.co/XCGXiIF3PO"
0.0,Sun Apr 29 02:07:14 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,53,"""Jenna and I will be spending the evening freshening up my @LinkedIn page.""

@SpeakerRyan starred in a short video… https://t.co/2dUpLu3Hac"
-0.3612,Sun Apr 29 02:06:00 +0000 2018,0.872,0.128,@FoxNews,0.0,FoxNews,54,"On @foxandfriends, @BPUnion Pres. Brandon Judd criticized the migrants who are part of a caravan headed toward the… https://t.co/RNuLCN9RY8"
0.7506,Sun Apr 29 02:01:53 +0000 2018,0.714,0.0,@FoxNews,0.286,FoxNews,55,"President of WH Correspondents' Association @margarettalev: ""What has always made America great is the ability to d… https://t.co/WlftsnyjQ5"
0.0,Sun Apr 29 01:58:23 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,56,"President of WH Correspondents' Association @margarettalev: ""As our president always says, 'It takes a village.'""… https://t.co/XKuxIm2bYA"
0.6705,Sun Apr 29 01:55:48 +0000 2018,0.686,0.0,@FoxNews,0.314,FoxNews,57,".@margarettalev: ""We welcome @WhiteHouse @PressSec Sarah Sanders... Thank you for being here."" #WHCD https://t.co/tWR3Plenwg"
0.0,Sun Apr 29 01:55:07 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,58,".@margarettalev: ""U.S. presidents have attended this dinner nearly every year since Calvin Coolidge's days, and tha… https://t.co/UlwG3owHe2"
0.0,Sun Apr 29 01:53:31 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,59,The 2018 White House Correspondents' Dinner takes place. #WHCD  https://t.co/ifyD5a2iMl
0.3818,Sun Apr 29 01:53:27 +0000 2018,0.843,0.0,@FoxNews,0.157,FoxNews,60,".@margarettalev: ""We're all here, all of us, because we cherish the First Amendment."" #WHCD https://t.co/4fNy8ToMIL"
0.6697,Sun Apr 29 01:49:44 +0000 2018,0.743,0.0,@FoxNews,0.257,FoxNews,61,".@margarettalev: ""We're sending our very best thoughts to former President @GeorgeHWBush tonight."" #WHCD https://t.co/BCDgcz5dkk"
0.0,Sun Apr 29 01:49:10 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,62,"President of WH Correspondents' Association @margarettalev: ""We are Republicans and Democrats and Independents, peo… https://t.co/n7fgqPpb1y"
0.0,Sun Apr 29 01:49:00 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,63,".@POTUS: ""You may have heard I was invited to another event tonight, the #WHCD, but I'd much rather be in Washingto… https://t.co/QjbUkSRksM"
0.0,Sun Apr 29 01:45:11 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,64,".@GovMikeHuckabee on #WHCD: ""There's more authenticity at a wax museum than there is at one of these dinners.""… https://t.co/mobw43Sdar"
0.0,Sun Apr 29 01:38:08 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,65,".@ChristopherHahn: ""I think we have far too much classified information in this country...what @Comey put out there… https://t.co/2JqLMv263c"
0.7783,Sun Apr 29 01:37:01 +0000 2018,0.714,0.0,@FoxNews,0.286,FoxNews,66,"President @realDonaldTrump: ""You watch @Comey and you watch the way he lies... I did you a great favor when I fired… https://t.co/M2WnZ0cocB"
-0.4767,Sun Apr 29 01:27:25 +0000 2018,0.829,0.171,@FoxNews,0.0,FoxNews,67,"On @WattersWorld, @RealCandaceO blamed poorly taught history for the reason @TheDemocrats have an overwhelming adva… https://t.co/1baLp1yECN"
0.0,Sun Apr 29 01:24:14 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,68,".@MarkSteynOnline: ""The Republican base has wanted for years a spokesman who smashes back...and for that very reaso… https://t.co/NnJ0kTUoZh"
-0.7845,Sun Apr 29 01:21:27 +0000 2018,0.699,0.301,@FoxNews,0.0,FoxNews,69,".@JudgeJeanine to @Comey: ""Jim, you were part of an anti-Trump conspiracy, violating the fundamental rules of your… https://t.co/Keli0Aez4l"
0.2732,Sun Apr 29 01:17:00 +0000 2018,0.711,0.123,@FoxNews,0.166,FoxNews,70,".@RealCandaceO: ""We learn our history wrong. We learn that LBJ was the greatest president for black America and tha… https://t.co/e4Ic0erhAk"
-0.0258,Sun Apr 29 01:16:42 +0000 2018,0.927,0.073,@FoxNews,0.0,FoxNews,71,".@MarkSteynOnline: ""The base has been longing for years about somebody who punches back."" @JudgeJeanine https://t.co/HA7kEjfkIp"
-0.6808,Sun Apr 29 01:16:13 +0000 2018,0.728,0.272,@FoxNews,0.0,FoxNews,72,"Man wanted in Maine deputy's slaying was arrested with the fallen officer's own cuffs, authorities say https://t.co/qdEDNsc9lI"
0.0,Sun Apr 29 01:10:08 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,73,"President @realDonaldTrump: ""@NASA is back - and Mars is waiting for us."" #TrumpRally https://t.co/L7bUPdF9na"
0.4019,Sun Apr 29 01:00:00 +0000 2018,0.816,0.0,@FoxNews,0.184,FoxNews,74,".@kanyewest releases new song, doubling down on support for President @realDonaldTrump. https://t.co/Sp86r2rUoK https://t.co/9OI3np6rNA"
0.6249,Sun Apr 29 00:57:21 +0000 2018,0.806,0.0,@FoxNews,0.194,FoxNews,75,".@RealCandaceO: ""Our fathers were not in our homes because that was incentivized by LBJ's Great Society Act.""… https://t.co/7ULpdguRi6"
0.8885,Sun Apr 29 00:57:00 +0000 2018,0.566,0.0,@FoxNews,0.434,FoxNews,76,"President @realDonaldTrump: ""We support the heroes of law enforcement. We have pride in our history and respect for… https://t.co/USANfExDV3"
0.2732,Sun Apr 29 00:56:34 +0000 2018,0.711,0.123,@FoxNews,0.166,FoxNews,77,".@RealCandaceO: ""We learn our history wrong. We learn that LBJ was the greatest president for black America and tha… https://t.co/gthuSZ9OMo"
0.4404,Sun Apr 29 00:55:15 +0000 2018,0.805,0.0,@FoxNews,0.195,FoxNews,78,".@RealCandaceO: ""[African Americans] are just doing a lot better under this administration."" @WattersWorld https://t.co/8ZoolcW9FW"
0.0,Sun Apr 29 00:54:39 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,79,".@RealCandaceO: ""What @kanyewest is doing is essentially assessing the differences between how black America is doi… https://t.co/WDx7v0WNu4"
0.7783,Sun Apr 29 00:54:00 +0000 2018,0.714,0.0,@FoxNews,0.286,FoxNews,80,"President @realDonaldTrump: ""You watch @Comey and you watch the way he lies... I did you a great favor when I fired… https://t.co/nbkeqmfj6P"
0.3818,Sun Apr 29 00:52:23 +0000 2018,0.867,0.0,@FoxNews,0.133,FoxNews,81,"Moments ago at his rally in Washington, Michigan, President @realDonaldTrump made clear that he wants Republicans t… https://t.co/Xfe83123er"
-0.6435,Sun Apr 29 00:45:00 +0000 2018,0.741,0.259,@FoxNews,0.0,FoxNews,82,"President @realDonaldTrump: ""@TheDemocrats don't care about our military. They don't. And they don't care about our… https://t.co/waah8Ud668"
0.5228,Sun Apr 29 00:41:47 +0000 2018,0.816,0.0,@FoxNews,0.184,FoxNews,83,"President @realDonaldTrump: ""Is this better than that phony, Washington White House Correspondents' Dinner? Is this… https://t.co/Bz8MdP7qLw"
0.0,Sun Apr 29 00:40:16 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,84,"President @realDonaldTrump: ""The future belongs to all of you."" #TrumpRally https://t.co/vIR37aXP6P"
0.6249,Sun Apr 29 00:39:14 +0000 2018,0.796,0.0,@FoxNews,0.204,FoxNews,85,"President @realDonaldTrump: ""We inherit the legacy of the great Americans who constructed the railroads, tamed the… https://t.co/EpsrFOGPs2"
0.5228,Sun Apr 29 00:38:48 +0000 2018,0.816,0.0,@FoxNews,0.184,FoxNews,86,"President @realDonaldTrump: ""Is this better than that phony, Washington White House Correspondents' Dinner? Is this… https://t.co/GPMHj2vb2r"
-0.4404,Sun Apr 29 00:36:49 +0000 2018,0.861,0.139,@FoxNews,0.0,FoxNews,87,"President @realDonaldTrump: ""It's time to look past the old divisions, tired thinking, the stale debates of the pas… https://t.co/02ol3hKY7x"
-0.2263,Sun Apr 29 00:36:13 +0000 2018,0.909,0.091,@FoxNews,0.0,FoxNews,88,"President @realDonaldTrump: ""We stand on the shoulders of patriots who poured out their sweat and blood and tears f… https://t.co/ioA5LfiEoN"
0.6369,Sun Apr 29 00:35:07 +0000 2018,0.656,0.0,@FoxNews,0.344,FoxNews,89,"President @realDonaldTrump: ""We have the best military."" #TrumpRally https://t.co/6KuD2WvFd5"
0.0,Sun Apr 29 00:34:44 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,90,"President @realDonaldTrump: ""@NASA is back - and Mars is waiting for us."" #TrumpRally https://t.co/ilCC6WUxfZ"
0.8591,Sun Apr 29 00:33:35 +0000 2018,0.578,0.0,@FoxNews,0.422,FoxNews,91,"President @realDonaldTrump: ""We believe that a strong nation must have strong borders.""

Supporters chant: ""Build t… https://t.co/AOtJYPCNjU"
0.6249,Sun Apr 29 00:33:13 +0000 2018,0.796,0.0,@FoxNews,0.204,FoxNews,92,"President @realDonaldTrump: ""We inherit the legacy of the great Americans who constructed the railroads, tamed the… https://t.co/MMNUBJ03uw"
-0.4404,Sun Apr 29 00:31:00 +0000 2018,0.861,0.139,@FoxNews,0.0,FoxNews,93,"President @realDonaldTrump: ""It's time to look past the old divisions, tired thinking, the stale debates of the pas… https://t.co/tEs5kmtoyt"
